-0.010251	-0.279830	1.000000
-0.008733	-0.860581	-1.000000
0.761257	-0.113925	-1.000000
-0.017649	0.001930	1.000000
0.247829	-0.396596	1.000000
-0.100067	0.152586	1.000000
0.179366	-0.382119	1.000000
0.027392	-0.200477	1.000000
-0.615601	0.411187	-1.000000
-0.118078	-0.109003	1.000000
-0.176005	-0.120586	1.000000
0.119510	0.173106	1.000000
-0.282961	0.083324	1.000000
0.755256	0.178184	-1.000000
-0.523771	0.148476	-1.000000
0.105862	-0.123936	1.000000
-0.030717	0.000204	1.000000
0.142733	-0.108147	1.000000
0.659505	0.483859	-1.000000
-0.113986	0.771755	-1.000000
0.353147	-0.831306	-1.000000
-0.873589	0.004948	-1.000000
-0.622278	0.032585	-1.000000
0.659516	0.411245	-1.000000
-0.316273	-0.317949	1.000000
-0.212021	-0.365675	1.000000
-0.368080	-0.323861	1.000000
-0.264931	0.129232	1.000000
-0.782508	-0.178599	-1.000000
-0.010935	-0.175353	1.000000
0.061599	-0.319498	1.000000
-0.310946	-0.081938	1.000000
0.227664	0.173808	1.000000
-0.391562	0.386709	-1.000000
-0.184082	0.255131	1.000000
0.266496	-0.070685	1.000000
0.802419	-0.339478	-1.000000
0.016470	-0.026961	1.000000
0.035549	0.224876	1.000000
-0.080317	-0.009257	1.000000
0.911877	0.250591	-1.000000
0.238427	-0.017646	1.000000
0.079875	-0.813489	-1.000000
-0.160257	-0.637103	-1.000000
-0.247548	-0.514133	-1.000000
0.497729	-0.129152	-1.000000
0.038945	-0.314567	1.000000
0.101104	0.154128	1.000000
-0.721016	-0.539696	-1.000000
0.074759	0.000953	1.000000
-0.380717	0.748984	-1.000000
0.154975	0.297258	1.000000
0.013099	0.029336	1.000000
0.135608	0.019419	1.000000
0.400519	-0.893710	-1.000000
-0.135946	-0.228905	1.000000
0.071884	0.440206	1.000000
0.336803	0.283358	1.000000
0.211674	-0.413760	1.000000
-0.043576	0.805703	-1.000000
-0.075297	-0.540944	-1.000000
0.250703	-0.616015	-1.000000
-0.760012	0.035651	-1.000000
-0.359404	0.434876	-1.000000
-0.005166	-0.057319	1.000000
-0.180597	0.037482	1.000000
0.173714	0.205412	1.000000
-0.004782	0.194339	1.000000
-0.548909	-0.786953	-1.000000
-0.021286	0.060421	1.000000
0.794571	-0.452278	-1.000000
-0.612161	0.028203	-1.000000
0.001436	-0.003052	1.000000
0.362904	0.642148	-1.000000
-0.386091	-0.560314	-1.000000
-0.004191	0.001679	1.000000
-0.079221	-0.123926	1.000000
-0.154145	-0.159141	1.000000
0.639737	-0.695900	-1.000000
-0.026305	0.049542	1.000000
-0.184146	-0.095518	1.000000
-0.105837	-0.288993	1.000000
-0.196050	-0.109310	1.000000
-0.013381	-0.138025	1.000000
0.117753	0.391128	1.000000
-0.230838	-0.104453	1.000000
-0.399761	0.808372	-1.000000
-0.080243	0.356379	1.000000
0.582263	-0.792316	-1.000000
-0.015909	-0.157214	1.000000
-0.470074	0.009069	1.000000
-0.142352	0.342475	1.000000
0.186457	0.014221	1.000000
-0.057635	-0.068044	1.000000
-0.009727	0.014479	1.000000
0.406114	-0.202897	1.000000
-0.094539	-0.285876	1.000000
-0.846548	-0.233427	-1.000000
-0.080358	-0.045997	1.000000
0.596132	-0.128337	-1.000000
